street_address,phone_number,zip_code,has_501c3,fips_county_code,bed_count,city,state_or_region,name_common,name_legal,ccn,facility_type,medicare_medicaid_eligible,lat,lon,ein
670 stoneleigh avenue,9142795711,10512,,079,164,carmel,NY,putnam hospital center,,330273,Short Term,true,,,
99 east state street,5187258621,12078,,035,74,gloversville,NY,nathan littauer hospital,,330276,Short Term,true,,,
1 guthrie drive,6079377200,14830,,101,81,corning,NY,corning hospital,,330277,Short Term,true,,,
565 abbott road,7168267000,14220,,029,387,buffalo,NY,mercy hospital of buffalo,,330279,Short Term,true,,,
601 elmwood ave,5852752121,14642,,055,739,rochester,NY,strong memorial hospital,,330285,Short Term,true,,,
1000 montauk highway,6313763000,11795,true,103,437,west islip,NY,good samaritan hospital medical center,,330286,Short Term,true,,,
41 east post r0ad,9146810600,10601,,119,240,white plains,NY,white plains hospital center,,330304,Short Term,true,,,
101 dates drive,6072744401,14850,,109,212,ithaca,NY,cayuga medical center at ithaca,,330307,Short Term,true,,,
888 old country road,5167193000,11803,,059,204,plainview,NY,plainview hospital,,330331,Short Term,true,,,
4295 hempstead turnpike,5165796000,11714,,059,203,bethpage,NY,st joseph hospital,,330332,Short Term,true,,,
445 lenox road,7182701000,11203,true,047,376,brooklyn,NY,suny health science center at brooklyn university,,330350,Short Term,true,,,
elm and carlton streets,7168452300,14203,,029,133,buffalo,NY,roswell park cancer institute,,330354,Short Term,true,,,
"68 harris bushville road, p o box 800",8457943300,12742,,105,164,harris,NY,garnet health  medical center catskills - (csk),,330386,Short Term,true,,,
health sciences center suny,6314444000,11794,true,103,728,stony brook,NY,stony brook university hospital,,330393,Short Term,true,,,
10-42 mitchell avenue,6077636000,13903,,7,500,binghamton,NY,"united health services hospitals, inc",,330394,Short Term,true,,,
327 beach 19th street,7188697000,11691,true,081,257,far rockaway,NY,st john's episcopal hospital at south shore,,330395,Short Term,true,,,
760 broadway,7189638100,11206,,047,411,brooklyn,NY,woodhull medical & mental health center,,330396,Short Term,true,,,
4422 third avenue,2129609000,10457,,5,446,bronx,NY,st barnabas hospital,,330399,Short Term,true,,,
50 route 25a,6318623000,11787,,103,318,smithtown,NY,st catherine of siena hospital medical center,,330401,Short Term,true,,,
51 north route 9w,8457864000,10993,,087,130,west haverstraw,NY,helen hayes hospital,,330405,Short Term,true,,,
1270 belmont avenue,5183863580,12308,,093,115,schenectady,NY,sunnyview hospital and rehabilitation center,,330406,Short Term,true,,,
1249 fifth avenue,2123603600,10029,true,061,57,new york,NY,terence cardinal cooke health care center,,330410,Short Term,true,,,
89 genesee street,5857237000,14611,,055,97,rochester,NY,unity specialty hospital,,330411,Short Term,true,,,
498 french road,3157658448,13502,true,065,1,utica,NY,omni surgery center,,330412,Short Term,true,,,
140 west main street,5859612000,14727,,3,20,cuba,NY,"cuba memorial hospital, inc",,331301,Critical Access Hospitals,true,,,
75 park street,5188736377,12932,,031,25,elizabethtown,NY,elizabethtown community hospital,,331302,Critical Access Hospitals,true,,,
8081 state route 97,8458875530,12723,,105,15,callicoon,NY,garnet health medical center-catskills(gmhermann),,331303,Critical Access Hospitals,true,,,
42084 state highway 28,8455862631,12455,,025,22,margaretville,NY,margaretville memorial hospital,,331304,Critical Access Hospitals,true,,,
460 andes road,6077460300,13753,,025,25,delhi,NY,o'connor hospital,,331305,Critical Access Hospitals,true,,,
1014 oswegatchie trail,3158483351,13690,,089,20,star lake,NY,clifton fine hospital,,331307,Critical Access Hospitals,true,,,
4 fuller street,3154822511,13607,,045,24,alexandria bay,NY,river hospital clinics,,331309,Critical Access Hospitals,true,,,
10 healthy way,8456476400,12428,,111,25,ellenville,NY,ellenville regional hospital,,331310,Critical Access Hospitals,true,,,
140 burwell street,3158235261,13365,,043,25,little falls,NY,little falls hospital,,331311,Critical Access Hospitals,true,,,
1 titus place,6078652188,13856,,025,25,walton,NY,"delaware valley hospital, inc",,331312,Critical Access Hospitals,true,,,
220 steuben street,6075307121,14865,,097,25,montour falls,NY,schuyler hospital,,331313,Critical Access Hospitals,true,,,
418 north main street,3157874175,14527,,123,35,penn yan,NY,soldiers and sailors memorial hospital of yates,,331314,Critical Access Hospitals,true,,,
77 west barney street,3152871000,13642,,089,25,gouverneur,NY,gouverneur hospital,,331315,Critical Access Hospitals,true,,,
150 broad street,3158241100,13346,,053,25,hamilton,NY,"community memorial hospital, inc",,331316,Critical Access Hospitals,true,,,
7785 north state street,3153765200,13367,,049,25,lowville,NY,lewis county general hospital,,331317,Critical Access Hospitals,true,,,
1001 west street,3154931000,13619,,045,25,carthage,NY,"carthage area hospital, inc",,331318,Critical Access Hospitals,true,,,
200 ohio street,5857988111,14103,,073,34,medina,NY,medina memorial hospital,,331319,Critical Access Hospitals,true,,,
178 grandview drive,5182543456,12043,,095,40,cobleskill,NY,cobleskill regional hospital,,331320,Critical Access Hospitals,true,,,
5959 independence avenue,7187964200,10471,true,5,20,bronx,NY,high ridge house,,331990,Religious Non-Medical Health Care Institutions,true,,,
1740 - 70 eastchester r0ad,7188636900,10461,,5,225,bronx,NY,calvary hospital inc,,332006,Long Term,true,,,
1752 park avenue,2123188000,10035,,061,411,new york,NY,henry j carter specialty hospital,,332008,Long Term,true,,,
785 mamaroneck avenue,9145972232,10605,,119,150,white plains,NY,winifred masterson burke rehabilitation hospital,,333030,Rehabilitation,true,,,
95 bradhurst avenue,9145927555,10595,,119,100,valhalla,NY,blythedale children's hospital,,333301,Childrens Hospitals,true,,,
620 madison street,3154734980,13210,true,067,128,syracuse,NY,hutchings psychiatric ctr,,334001,Psychiatric,true,,,
800 cross river rd,9147638151,10536,true,119,175,katonah,NY,four winds,,334002,Psychiatric,true,,,
one chimney point drive,3155412071,13669,true,089,108,ogdensburg,NY,st lawrence psychiatric center,,334003,Psychiatric,true,,,
80-45 winchester blvd bldg b,7182644000,11427,true,081,476,queens village,NY,creedmoor psychiatric center,,334004,Psychiatric,true,,,
722 w 168th st,2125435000,10032,true,061,22,new york,NY,new york state psychiatric institute,,334009,Psychiatric,true,,,
425 robinson st,6077241391,13901,,7,154,binghamton,NY,greater binghamton health center,,334012,Psychiatric,true,,,
998 crooked hill road,6317613500,11717,true,103,560,west brentwood,NY,pilgrim psychiatric center,,334013,Psychiatric,true,,,
140 old orangeburg rd,8453591000,10962,true,087,503,orangeburg,NY,rockland psych ctr,,334015,Psychiatric,true,,,
1600 south ave,5852411200,14620,,055,247,rochester,NY,rochester psychiatric center,,334020,Psychiatric,true,,,
1400 noyes st,3157976800,13502,,065,189,utica,NY,mohawk valley psychiatric center,,334021,Psychiatric,true,,,
1263 delaware ave,7168868200,14209,true,029,88,buffalo,NY,brylin hosp,,334022,Psychiatric,true,,,
81 louden ave,5167897000,11701,true,103,124,amityville,NY,brunswick psych center,,334026,Psychiatric,true,,,
400 sunrise highway,5162644000,11701,,103,245,amityville,NY,south oaks hosp,,334027,Psychiatric,true,,,
777 seaview ave,7186672300,10305,true,085,260,staten island,NY,south beach psychiatric center,,334043,Psychiatric,true,,,
washington st,6077374739,14901,true,015,95,elmira,NY,elmira psych center,,334045,Psychiatric,true,,,
75 new scotland ave,8453985566,12208,true,1,165,albany,NY,capital district psych center,,334046,Psychiatric,true,,,
420 east 76 st,2124345322,10021,,061,157,new york,NY,gracie square hosp,,334048,Psychiatric,true,,,
30 crescent ave,5185843600,12866,true,091,83,saratoga springs,NY,four winds of saratoga,,334049,Psychiatric,true,,,
400 forest ave,7168852261,14213,true,029,260,buffalo,NY,buffalo psychiatric center,,334052,Psychiatric,true,,,
1500 waters place,7189310600,10461,true,5,412,bronx,NY,bronx psychiatric center,,334053,Psychiatric,true,,,
ward's island,2123690500,10035,true,061,509,new york,NY,manhattan psychiatric center,,334054,Psychiatric,true,,,
ward island,2124279003,10035,true,061,164,new york,NY,kirby forensic psychiatric center,,334060,Psychiatric,true,,,
box 158 route 17m,8453743171,10958,true,071,280,new hampton,NY,mid hudson forensic psychiatric ctr,,334061,Psychiatric,true,,,
681 clarkson avenue,7182217395,11203,true,047,173,brooklyn,NY,kingsboro psychiatric hospital,,334063,Psychiatric,true,,,
197 half  hollow road,6313701701,11746,true,103,44,dix hills,NY,sagamore children's psychiatric center,,334064,Psychiatric,true,,,
1010 east & west road,7166777000,14224,true,029,46,west seneca,NY,western ny childrens psychiatric center,,334065,Psychiatric,true,,,
2 first ave,8456808004,10962,true,087,30,orangeburg,NY,rockland children's psychiatric center,,334066,Psychiatric,true,,,
750 east adams street,3154734240,13210,,067,0,syracuse,NY,university hospital s u n y health science ctr t c,,339800,Transplant Hospitals,true,,,
300 community drive,5164652667,11030,,059,0,manhasset,NY,north shore university hospital - manhasset t c,,339801,Transplant Hospitals,true,,,
445 lenox road,7182701000,11203,,047,0,brooklyn,NY,university hospital of brooklyn ( downstate) t c,,339802,Transplant Hospitals,true,,,
622 west 168th street,2123052500,10032,,061,0,new york,NY,new york-presbyterian hospital at columbia t c,,339803,Transplant Hospitals,true,,,
550 first avenue,2122638360,10016,,061,0,new york,NY,nyu  langone hospitals t c,,339804,Transplant Hospitals,true,,,
100 woods rd,9142857017,10595,,119,0,valhalla,NY,westchester medical center t c,,339806,Transplant Hospitals,true,,,
111 east 210th street,7189205333,10467,,5,0,bronx,NY,montefiore medical center t c,,339807,Transplant Hospitals,true,,,
601 elmwood avenue,5852752121,14642,,055,0,rochester,NY,strong memorial hospital t c,,339808,Transplant Hospitals,true,,,
nicholls road hsc t19040,6314442209,11794,,103,0,stony brook,NY,university hospital ( stony brook ) t c,,339809,Transplant Hospitals,true,,,
525 east 68th street,2123055551,10065,,061,0,new york,NY,new york-presbyterian hospital at cornell t c,,339810,Transplant Hospitals,true,,,
43 new scotland avenue,5182623028,12208,,1,0,albany,NY,albany medical center t c,,339811,Transplant Hospitals,true,,,
100 high street,7168591345,14203,,029,0,buffalo,NY,buffalo general med ctr t c,,339812,Transplant Hospitals,true,,,
1 gustave levy place,2122417981,10029,,061,0,new york,NY,mount sinai hospital t c,,339813,Transplant Hospitals,true,,,
462 grider street,7168985240,14215,,029,0,buffalo,NY,erie county medical center t c,,339814,Transplant Hospitals,true,,,
269-01 76th avenue,5165620532,11040,,059,0,new hyde park,NY,long island jewish medical center t c,,339815,Transplant Hospitals,true,,,
920 church st n,7047833000,28025,,025,457,concord,NC,atrium health cabarrus,,340001,Short Term,true,,,
509 biltmore ave,8282131111,28801,,021,735,asheville,NC,memorial mission hospital and asheville surgery ce,,340002,Short Term,true,,,
830 rockford st,3367197000,27030,,171,112,mount airy,NC,northern regional hospital,,340003,Short Term,true,,,
601 n elm st,3368786000,27261,,081,354,high point,NC,high point regional hospital,,340004,Short Term,true,,,
500 lauchwood dr,9102917000,28352,,165,104,laurinburg,NC,scotland memorial hospital,,340008,Short Term,true,,,
2700 wayne memorial dr,9197361110,27534,,191,316,goldsboro,NC,wayne memorial hospital,,340010,Short Term,true,,,
288 south ridgecrest ave,8282865000,28139,,161,143,rutherfordton,NC,rutherford regional medical center,,340013,Short Term,true,,,
3333 silas creek parkway,3367185000,27103,,067,912,winston-salem,NC,novant health forsyth medical center,,340014,Short Term,true,,,
612 mocksville ave,7042105000,28144,,159,308,salisbury,NC,novant health rowan medical center,,340015,Short Term,true,,,
68 hospital rd,8285867000,28779,,099,86,sylva,NC,harris regional hospital,,340016,Short Term,true,,,
800 n justice st,8286961000,28791,,089,222,hendersonville,NC,margaret r pardee memorial hospital,,340017,Short Term,true,,,
1135 carthage st,9197742100,27330,,105,137,sanford,NC,central carolina hospital,,340020,Short Term,true,,,
201 e grover st,7044873000,28150,,045,241,shelby,NC,atrium health cleveland,,340021,Short Term,true,,,
100 hospital drive,8286848501,28792,,089,103,hendersonville,NC,adventhealth hendersonville,,340023,Short Term,true,,,
607 beaman st,9105928511,28328,,163,146,clinton,NC,sampson regional medical center,,340024,Short Term,true,,,
100 airport rd,2525227000,28501,,107,235,kinston,NC,unc lenoir health care,,340027,Short Term,true,,,
1638 owen drive p o box 2000,9106094000,28302,,051,600,fayetteville,NC,cape fear valley medical center,,340028,Short Term,true,,,
po box 3814 dumc  erwin rd,9196848111,27710,,063,1019,durham,NC,duke university hospital,,340030,Short Term,true,,,
2525 court dr,7048344891,28052,,071,442,gastonia,NC,caromont regional medical center,,340032,Short Term,true,,,
557 brookdale dr,7048785661,28677,,097,247,statesville,NC,iredell memorial hospital inc,,340039,Short Term,true,,,
2100 stantonsburg rd,2528474100,27834,,147,909,greenville,NC,ecu health medical center,,340040,Short Term,true,,,
321 mulberry st sw,8287575100,28645,,027,110,lenoir,NC,caldwell memorial hospital,,340041,Short Term,true,,,
317 western boulevard,9105772345,28540,,133,150,jacksonville,NC,onslow memorial hospital,,340042,Short Term,true,,,
medical center boulevard,3367162011,27157,,067,885,winston-salem,NC,north carolina baptist hospital,,340047,Short Term,true,,,
3916 ben franklin boulevard,9199569300,27704,,063,24,durham,NC,north carolina specialty hospital,,340049,Short Term,true,,,
300 w 27 st  po box 1408,9106715000,28359,,155,314,lumberton,NC,southeastern regional medical center,,340050,Short Term,true,,,
336 deerfield road,8282631211,28607,,189,117,boone,NC,watauga medical center,,340051,Short Term,true,,,
200 hawthorne lane box 33549,7043844000,28233,,119,877,charlotte,NC,novant health presbyterian medical center,,340053,Short Term,true,,,
117 e kings highway,3366239711,27288,,157,108,eden,NC,unc rockingham,,340060,Short Term,true,,,
101 manning drive,9199664141,27514,,135,724,chapel hill,NC,university of north carolina hospital,,340061,Short Term,true,,,
1370 west d st,3366518100,28659,,193,120,north wilkesboro,NC,wilkes regional medical center,,340064,Short Term,true,,,
500 jefferson st,9106428011,28472,,047,166,whiteville,NC,columbus regional healthcare system,,340068,Short Term,true,,,
3000 new bern ave,9193508000,27610,,183,678,raleigh,NC,wakemed,,340069,Short Term,true,,,
1240 huffman mill rd,3365387000,27216,,1,238,burlington,NC,alamance regional medical center,,340070,Short Term,true,,,
800 tilghman dr,9108927161,28334,,085,108,dunn,NC,betsy johnson regional  hospital,,340071,Short Term,true,,,
3400 wake forest rd,9199543000,27609,,183,218,raleigh,NC,duke health raleigh hospital,,340073,Short Term,true,,,
2201 s sterling st,8285805000,28655,,023,204,morganton,NC,carolinas healthcare system-blue ridge,,340075,Short Term,true,,,
2301 us highway 74 west,7046945131,28170,,7,15,wadesboro,NC,atrium health anson,,340084,Short Term,true,,,
207 old lexington rd box 789,3364722000,27360,,057,149,thomasville,NC,novant health thomasville medical center,,340085,Short Term,true,,,
430 rankin drive p o box 730,8286595000,28752,,111,65,marion,NC,mission hospital mcdowell,,340087,Short Term,true,,,
509 bright leaf blvd,9199348171,27577,,101,175,smithfield,NC,johnston health,,340090,Short Term,true,,,
1200 n elm st,3368327000,27401,,081,1232,greensboro,NC,the moses h cone memorial hospital,,340091,Short Term,true,,,
250 hospital drive po box 1817,3362485161,27293,,057,94,lexington,NC,lexington memorial hospital inc,,340096,Short Term,true,,,
